date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:40	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Jan%202014%2003:47:41%20GMT	http://www.albahari.com/threading	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading.0.delayed	(from )
09:17:41	153/153	---M--	200	added ('OK')	text/plain	etag:%2233ff8b27dcf4ce1:0%22	http://www.albahari.com/robots.txt		(from )
09:17:43	57839/57839	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202014%2003:47:44%20GMT	http://www.albahari.com/threading/	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/index.html	(from )
09:17:44	6548/6548	---M--	200	added ('OK')	text/css	etag:%22489d240dbf4ce1:0%22	http://www.albahari.com/threading/tstyles.css	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/tstyles.css	(from )
09:17:46	850/850	---M--	200	added ('OK')	text/css	etag:%223ae2ca40dbf4ce1:0%22	http://www.albahari.com/threading/print.css	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/print.css	(from )
09:17:47	5305/5305	---M--	200	added ('OK')	application/x-javascript	etag:%223ae2ca40dbf4ce1:0%22	http://www.albahari.com/threading/sh_main.min.js	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/sh_main.min.js	(from )
09:17:48	6504/6504	---M--	200	added ('OK')	application/x-javascript	etag:%223ae2ca40dbf4ce1:0%22	http://www.albahari.com/threading/sh_csharp.js	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/sh_csharp.js	(from )
09:17:49	3257/3257	---M--	200	added ('OK')	text/css	etag:%228e618e27dcf4ce1:0%22	http://www.albahari.com/threading/sh_style.css	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/sh_style.css	(from )
09:17:51	96406/96406	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202014%2003:47:52%20GMT	http://www.albahari.com/threading/part2.aspx	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/part2.html	(from )
09:17:52	54516/54516	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202014%2003:47:53%20GMT	http://www.albahari.com/threading/part3.aspx	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/part3.html	(from )
09:17:56	153193/153193	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202014%2003:47:56%20GMT	http://www.albahari.com/threading/part5.aspx	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/part5.html	(from )
09:17:58	89025/89025	---M--	200	added ('OK')	text/html	date:Thu,%2002%20Jan%202014%2003:47:54%20GMT	http://www.albahari.com/threading/part4.aspx	P:/Books_And_Tutorials/DotNet/books/Threading/Threading_by_Albahari/www.albahari.com/threading/part4.html	(from )
